id,category/id, ,Ministério,Categoria 01,Categoria 02,Categoria 03,Escopo,MODERADOR,REVISOR,title/pt-BR,body/pt-BR,url,@,,Revisão de categorias,,
,,Integração e Desenvolvimento Regional,Infraestrutura,Transposição ,Rio São Francisco ,,,Carlos ,,"Transposição do ""Velho Chico"" (O Rio da Integração Nacional)",Conclusão das obras da Transposição do Rio São Francisco - EIXO NORTE,,,,,,
,,Educação,Educação,Ensino Médio,Ensino Técnico,,,Carlos ,,"Ensino Médio ofertado em duas modalidades: ""Normal"" e Técnico.","Partindo do pressuposto de que alguns estudantes cursam o E. M. sem a perspectiva de ingressar em uma faculdade, sugiro que o mesmo seja ofertado em duas modalidades: E. M. Técnico (mercado de trabalho): Aos alunos, seria ofertada uma formação técnica, cuja área de formação levaria em consideração as necessidades/demandas de mão de obra da região. E. M. ""Normal"" (formação acadêmica): Aos alunos, seria ofertada uma formação teórico-científica, preparando-os para ingressar em uma faculdade.",,,,,,
,,Outros,Trabalho e Emprego,Jornada de Trabalho,Mães de bebês,,,Carlos ,,Jornada reduzida de amamentação em 2 h diárias ( CLT ou serviço público) para mães de bebês até 2 anos,"Jornada reduzida de amamentação em 2 h diárias ( CLT ou serviço público) para mães de bebês até 2 anos, conforme recomendação do UNICEF e Ministério da Saúde que recomendam amamentação até os 2 anos de vida do bebê.",,,,,,
,,Cidades,"Desenvolvimento e Assistência Social, Família e Combate à Fome",Combate à Pobreza,Periferias ,,,Carlos ,,Política integrada para o fim da pobreza em Favelas de até 500 Habitações,"Propomos política integrada para superação da pobreza em favelas de até 500 habitações. A pobreza é multidimensional e sistêmica, propomos metodologia que atue para sua extinção. Com eixos de moradia e urbanismo social, desenvolvimento econômico e geração de renda adaptada na realidade locais com instituições locais. Acompanhado de programa de mentoria para graduação da pobreza que deve acompanhar cada família para garantir que todas atinjam no mínimo patamar de dignidade.",,,,,,
,,Previdência Social,Previdência Social,IRPF ,Aposentados no Exterior,,,Carlos ,,Cancelamento da cobrança de 25% de Imposto de renda pra aposentados que vivem no Exterior,"A cobrança de 25% do salário dos APOSENTADOS e PENSIONISTAS que vivem no exterior em seu IMPOSTO DE RENDA acontece desde 2013!. A retenção de 25% ocorre, inclusive, nos países em que vigora Acordo Previdenciário Internacional que proíbe a cobrança (PORTUGAL, por exemplo). Os aposentados trabalharam a vida inteira e têm essa INJUSTA cobrança em suas APOSENTADORIAS. Um absurdo! Papai Lula, corrige isso aí! Aposentado também é gente e merece ter 100% do seu salario.",,,,,,
,,"Ciência, Tecnologia e Inovação","Ciência, Tecnologia e Inovação",Dados Meteorológicos ,Instalação de Estações ,,,Carlos ,,Programa Nacional de Dados Meteorológicos,"No Brasil existe uma grande falha na cobertura de dados meteorológicos, principalmente nas Regiões Norte e Centro-Oeste. Esses dados são primordiais para assimilação/inicialização dos modelos de previsão de tempo e clima.  A ação será desenvolvida em parceria com os Ministérios das Comunicações e da Ciência, Tecnologia e Inovação. Através da instalação de estações meteorológicas automáticas em torres de telefonia móvel. Os dados serão processados e disponibilizados nos modelos do CPTEC/INPE.",,,,,,
,,Infraestrutura,Infraestrutura,Restauração ,BR-259,,,Carlos ,,Recuperação de trecho urbano da BR 259 na cidade de Aimorés e construção de Anel Viário para desvio do tráfego peso de dentro da via urbana.,"A BR 259 cruza 4m de perímetro urbano. Não há acostamento ou ciclovias. Há tráfego intenso de carretas com cargas pesadas. A estrada foi construída uma região úmida e aterrada. Além disso, a via é paralela à EFVM (VALE), uma barreira ao fluxo natural da a´gua pluvial. A recuperação do trecho degradado é obrigatória. O anel viário resolve a questão da segurança da população local. O reposicionamento da via em terreno adequado, trará melhoria do fluxo de veículos de carga na BR. gid://decide/Decidim::Hashtag/1/propostacoletiva",,,,,,
,,Saúde,Saúde,Atendimento ,Mutirão,,,Carlos ,,Mutirão na Saúde,"O governo deveria fazer um levantamento de quais as maiores demandas na área da saúde :   Catarata  Pequenas cirurgias.  Exames  Prótese das mais variadas.. membros superiores, inferiores , dentárias ....  E fazer um mutirão dentro de uma semana e fazer o maior numero  mesmo uma coisa simples que seria uma cadeira de rodas apropriadas..  fazendo isso estaremos dando qualidade de vida as pessoas.",,,,,,
,,Saúde,Saúde,Hospital Universitário ,Criação ,,,Carlos ,,Criar o Hospital Universitário Federal em Roraima (SESAU),Roraima tem mais de 650.000 habitantes do quais mais de 436.000 encontram-se localizados na Capital Boa Vista . A zona oeste da Capital é a que detém a maior densidade populacional do estado e onde encontram-se a maior concentração de vulneráveis dada as condições socioeconômicas. Um Hospital Universitário Federal cumpre ao menos três objetivos estratégicos: (1) Qualificar a disponibilidade de mão-de-obra local; (2) Ampliar a oferta de serviços; e (3) Fortalecer a equidade no SUS.,,,,,,
,,Turismo,Turismo,Fiscalização ,Rodovias ,,,Carlos ,,Fiscalização do Mtur em Rodovias,"Fiscalização do Ministério do Turismo em Viagens ,Passeios em grupos, Excursões e Day Use nas rodovias. Sabemos que a pouca fiscalização prostitui o Setor que acaba sendo operado por Agências ilegais, Empresas de Transportes Ilegais e Guias de Turismo Ilegais prejudicando toda uma cadeia que trabalha de forma correta.  É necessário fiscalização das autoridades acerca do CADASTUR de todos envolvidos no processo do Turismo, desde a Agência até o Guia com risco de cancelamento da viagem.",,,,,,
,,Infraestrutura,Infraestrutura,Restauração ,BR-259,,,Carlos ,,Recuperação de trecho urbano da BR 259 na cidade de Aimorés e construção de Anel Viário para desvio do tráfego peso de dentro da via urbana.,"A BR 259 cruza 4 km de perímetro urbano. Não há acostamento ou ciclovias. Há tráfego intenso de carretas com cargas pesadas. A estrada foi construída uma região úmida, de aterro. Além disso, a via é paralela à EFVM (VALE), uma barreira ao fluxo natural da água pluvial. A recuperação do trecho degradado é obrigatória. O anel viário resolve a questão da segurança da população local. O reposicionamento da via em terreno adequado, vai melhorar o fluxo de veículos de carga na BR. gid://decide/Decidim::Hashtag/1/propostacoletiva",,,,,,
,,,Meio Ambiente e Mudança do Clima,Bioeconomia ,Soluções Climáticas ,,,Carlos ,,"Sócio Bio Economia, a economia da vida","Nós da Vila da Barca periferia de Belém (PA), apresentamos a Bio Economia como a solução para os problemas climáticos, da devastação das matas, dos resíduos sólidos descartados de forma errada em nossas ruas, canais e rios e desemprego. A Bio Economia, economia da vida, vem atender o tripé meio ambiente, geração de trabalho emprego e renda e sustentabilidade.  Uma nação que pensa no futuro tem que possuir um plano de Bio Economia, o Brasil que está na Amazônia necessita ter um orçamento para tal",,,,,,
,,Infraestrutura,Cidades,Construção de Ponte,Município de Itueta-MG,,,Carlos ,,"Construçao de ponte sobre o Rio Doce, ligando o sul ao norte do Municipio de Itueta, MG.","O município de Itueta é dividido pelo Rio Doce, impondo que o munícipes atravessem o rio através de balsa. Imprescindível a construção de ponte sobre o Rio Doce, ligando o Sul ao norte do município de Itueta. MG.",,,,,,
,,Infraestrutura,Cidades,Asfalto ,Município de Itueta-MG,,,Carlos ,,Construção de asfalto ligando a Vila Neitzel ao atual porto da balsa do Rio Doce,"O Município de Itueta possui a única comunidade pomerana do Estado de Minas Gerais, que esta localizada ao norte do município. Essa comunidade necessita se deslocar por estradas de chão e atravessar de balsa o Rio Doce para chegar a sede do município. Imprescindível o asfaltamento dessa estrada, pois no período chuvoso elas ficam intransitáveis.",,,,,,
,,Meio Ambiente e Mudança do Clima,Cidades,Poluição Sonora,Criar Disque Silêncio,,,Carlos ,,Disque Silêncio nacional,"Criar um número e um programa nacional de Disque Silêncio para as questões de poluição sonora, com efetivo de servidores públicos para atuar neste crime. Atualmente fica a critério de estados e municípios. Infelizmente em muitos estados o 190 que recebe todo o tipo de demanda de violência recebe também as queixas sobre som alto e este problema acaba sendo minimizado e não resolvido. Precisa ter pessoal específico para lidar com isto.",,,,,,
,,Dia 29.5.23 (17h30),,,,,,,,,,,,,,,
56,8,Educação,Educação,Professores,Valorização,Valorização,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/56,Giovanna,,Proposta de programa n.02 ,Programa de valorização de servidores da educação,11.05.2023 02:15:19,11.05.2023 02:15:19,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/56,,,
2244,13,Infraestrutura,Infraestrutura,Hidrovias,Modernização,Transporte,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2244,Giovanna,,Suporte a hidrovias e portos fluviais,"Dar suporte de infraestrutura ao modal fluvial, portuária da região acriana aproveitando de fato os recursos hídricos no transporte de insumos, produção agrícola familiar e da agro indústria florestal dos ribeirinhos, adjacentes e comunidade em geral do estado.  Essa é nossa segunda via principal de movimentação econômica e social do povo amazônico, onde ainda existe comunidades isoladas dependentes do modal fluvial. Ainda não existe essa infraestrutura adaptada e  modernizada tecnologicamente.",03.06.2023 14:47:33,03.06.2023 14:47:33,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/2244,,,
1262,7,Direitos Humanos e Cidadania,Previdência Social,Aposentadoria,PCD,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1262,Giovanna,,Aposentadoria de pcds,Minha proposta é que todos os deficientes do Brasil recebam um salário minímo de aposentadoria sem exigir renda familiar.,18.05.2023 19:57:31,18.05.2023 19:57:31,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1262,,,
1448,30,Turismo,Educação,Ensino Médio,Empreendedorismo ,Disciplina,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1448,Giovanna,,Empreendedorismo nas Escolas,Incluir na grade curricular do ensino médio a disciplina de empreendedorismo com foco no turismo.,23.05.2023 16:51:52,23.05.2023 16:51:52,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1448,,,
485,19,Cidades,Cidades,Minha Casa minha Vida,Urbanismo,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/485,Giovanna,,Programa MCMV no centro das cidades,"É inadmissível que o mcmv siga sendo construído em áreas fora do núcleo urbano dos territórios. Um exemplo: em Afogados da Ingazeira os dois mcmv construídos estão um (Laura Ramos) a quase 3km do centro comercial da cidade, enquanto o outro (Miguel Arraes) está a 1km porém numa área que levou anos para conseguir saneamento, calçamento e praça (ele foi construído originalmente por trás de um presídio, à beira de uma rodovia sem qualquer integração com a cidade ou mesmo transporte).",12.05.2023 13:37:08,12.05.2023 13:37:08,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/485,,,
763,7,Direitos Humanos e Cidadania,Direitos Humanos e Cidadania,Renda Básica,Implementação ,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/763,Giovanna,,Implementar a Renda Básica Cidadã,"Execução, em sua totalidade, da lei 10835/2004, de autoria do sr. Eduardo Suplicy, que instituiu a Renda Básica de Cidadania, para que todo trabalhador tenha a certeza de uma renda mínima que lhe garanta a satisfação de suas necessidades básicas, independentemente de sua condição social",12.05.2023 23:50:50,12.05.2023 23:50:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/763,,,
322,8,Educação,Educação,Investimento,Dotação Orçamentária,PIB,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/322,Giovanna,,Verbas para Educação,"Utilizar 10% do PIB para investimentos em educação por um período de 10 anos no mínimo. Com redução gradativa até que todos os deficitis existentes sejam sanados de forma satisfatória, porém esses investimentos nunca serão inferiores a 5% do PIB por um período de 30 anos.",11.05.2023 21:48:59,11.05.2023 21:48:59,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/322,,,
228,,,Minas e Energia,Energias Renováveis,Novas Tecologias ,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/228,Michele,,Energias Renováveis ,Incentivar o investimento público para a criação de novas tecnologias de energias renováveis.,11.05.2023 18:29:59,11.05.2023 18:29:59,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/228,,,
1172,8,Educação,Educação,Ensino Básico,Currículo Multidisciplinar,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1172,Michele,Carlos,"Fortalecer os Programas  de formação educativa nas Escolas com trabalhos dos mais diversos Temas como : saúde, sexualidade,  bulynng, uso de drogas e ",Desenvolver  a informação  e o conhecimentos  dos mais diversos Temas nas Escolas  para que a juventude  e famílias possam adquirir  recursos para o enfrentamento dos mais diversos problemas  que afetam a família   contemporânea.,17.05.2023 13:35:25,17.05.2023 13:35:25,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1172,,,
323,8,Educação,Educação,FIES,Dívida,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/323,Michele,Carlos ,Incentivo a quitação do FIES,Dar um desconto significativo a quem resolver quitar o saldo devedor do FIES…,11.05.2023 21:47:29,11.05.2023 21:47:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/323,,,
4,27,Saúde,Saúde,Saúde ,Atenção Primária ,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/4,Michele,Carlos ,Atenção Primária à Saúde,"<p><strong>Objetivo</strong>: Ampliar o acesso às ações e serviços da Atenção Especializada à Saúde, conforme as necessidades de saúde da população, reduzindo as desigualdades de raça/etnia, de gênero, regionais e sociais, e promovendo a integralidade do cuidado </p><p><strong>Órgão Responsável</strong>: Ministério da Saúde </p><p><strong>Página Oficial</strong>: <a href=""https://www.gov.br/saude/pt-br/"" rel=""noopener noreferrer"" target=""_blank"">https://www.gov.br/saude/pt-br/</a> </p>",10.05.2023 19:41:01,10.05.2023 19:41:01,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/4,,,
1969,14,Integração e Desenvolvimento Regional, Integração e Desenvolvimento Regional,Construção Adutora,Campo Grande ,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1969,Michele,Carlos ,Construção da Adutora Umari - Campo Grande,"Construção da adutora Umari - Campo Grande que garantirá segurança hídrica para abastecimento das populações dos Municípios de: Campo Grande, Janduís, Messias Targino, Patu e Almino Afonso e Outras cidades da região.",31.05.2023 00:29:03,31.05.2023 00:29:03,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1969,,,
624,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Desenvolvimento Florestal,Nordeste,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/624,Michele,Carlos ,Fortalecimento e desenvolvimento do setor florestal no Nordeste.,"Investir em pesquisa e inovação no setor florestal, bem como combinar diferentes iniciativas que abordem diferentes aspectos deste, como: conservação de florestas e restauração de ecossistemas, manejo florestal voltado tanto para florestas naturais quanto para florestas plantadas, produção de mudas em viveiro, produção de madeira e outros produtos florestais madeireiros ou não madeireiros e por fim o consumo destes.",12.05.2023 16:49:03,12.05.2023 16:49:03,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/624,,,
6,2,"Assistência Social, Família e Combate à Fome","Desenvolvimento e Assistência Social, Família e Combate à Fome",Bolsa Família,Inclusão Socioeconômica,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/6,Michele,Carlos ,Bolsa Família: Proteção Social por Meio da Transferência de Renda e Articulação das Políticas Públicas,"<p><strong>Objetivo</strong>: Reduzir a pobreza por meio da transferência de renda e do fortalecimento de acessos a serviços de educação, saúde, assistência social e inclusão socioeconômica. </p><p><strong>Órgão Responsável</strong>: Ministério do Desenvolvimento e Assistência Social, Família e Combate à fome </p><p><strong>Página Oficial</strong>: http://www.gov.br/cidadania/pt-br/ </p>",10.05.2023 19:43:27,10.05.2023 19:43:27,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/6,,,
7,5,Comunicações,Comunicações,Inclusão Digital,Acesso à Informação,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/7,Michele,Carlos ,Brasil Conectado: Comunicações para Inclusão e Transformação,"<p><strong>Objetivo</strong>: Assegurar serviços de comunicações e conectividade, pela oferta inclusiva dos meios de acesso, com o desenvolvimento das habilidades digitais, dando ênfase aos grupos vulnerabilizados</p><p><strong>Órgão Responsável</strong>: Ministério das Comunicações</p><p><strong>Página Oficial</strong>: http://www.gov.br/mcom/pt-br/</p>",10.05.2023 19:44:34,10.05.2023 19:44:34,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/7,,,
1027,27,Saúde,Saúde,Saúde mental,Construção de CAPS,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1027,Giovanna,,Ampliação da Rede de Atenção Psicossocial,Ampliação e fortalecimento da rede de atenção psicossocial com construção de mais CAPS adulto e infantil para facilitar o acesso da população ao atendimento em saúde mental.,15.05.2023 17:12:17,15.05.2023 17:12:17,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1027,,,
5,27,Saúde,Saúde,Atenção Primária,Saúde da Família,Acesso à saúde,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/5,Giovanna,,Atenção Primária à Saúde,"<p><strong>Objetivo</strong>: Fortalecer a Atenção Primária à Saúde, ampliando a cobertura da Estratégia de Saúde da Família e da Saúde Bucal, com vistas à universalização do acesso, à abrangência do cuidado integral, à promoção da saúde, à prevenção de agravos e à redução de desigualdades de raça/etnia, de gênero, regionais e sociais</p><p><strong>Órgão Responsável</strong>: Ministério da Saúde</p><p><strong>Página Oficial</strong>: https://www.gov.br/saude/pt-br/</p>",10.05.2023 19:42:43,10.05.2023 19:42:43,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/5,,,
3,1,Agricultura e Pecuária,Agricultura e Pecuária,Agropecuária,Produção Sustentável,Desenvolvimento,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/3,Giovanna,,Agropecuária Sustentável,"<p>Objetivo: Contribuir para o desenvolvimento do setor agropecuário, com sustentabilidade ambiental, econômica e social, por meio do fomento e da intensificação da produção; da geração, compartilhamento e aplicação de conhecimento técnico-científico; e da regulamentação, certificação, auditoria e fiscalização agropecuária.</p><p>Órgão Responsável: Ministério da Agricultura e Pecuária</p><p>Página Oficial: http://www.gov.br/agricultura/pt-br/</p>",10.05.2023 19:35:47,10.05.2023 19:35:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/3,,,
59,27,Saúde,Saúde,Programa Social,Acesso à Saúde,Região rural,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/59,Giovanna,,Proposta de programa n.01 ,Esse projeto visa melhorar o acesso à saúde pública em regiões distantes dos grandes centros urbanos.,11.05.2023 02:17:58,11.05.2023 02:17:58,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/59,,,
650,16,Meio Ambiente e Mudança do Clima,Cidades,IPTU,Incentivo Fiscal,Urbanismo,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/650,Giovanna,,Bonificação no pagamento do IPTU,Desconto no pagamento do IPTU para as casas que construírem calçadas e tiverem árvores frutíferas plantadas nos canteiros.,12.05.2023 17:41:04,12.05.2023 17:41:04,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/650,,,
1352,,,Previdência Social,Servidor Público,Aposentadoria,Critério de Idade,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1352,Giovanna,,Previdência social ,Servidor público ser igualmente tratado no tema da previdência social. Na aposentadoria por idade. Antes da Reforma da previdência.,20.05.2023 18:07:53,20.05.2023 18:07:53,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1352,,,
493,19,Cidades,Meio Ambiente e Mudança do Clima,Área de Preservação Permanente (APP),Urbanismo,PE,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/493,Giovanna,,Mais rigor nas APP de rios e afluentes,"Em Afogados da Ingazeira (PE), banhado pelo Rio Pajeú, as APP não só são desrespeitadas desde a década de 1980, como populações vulneráveis são colocadas à margem dessas áreas alagáveis e, em épocas de cheia, sofrem com destruição. Detalhe: a própria prefeitura autoriza a construção dessas habitações ou o desmatamento dessas áreas, num claro desrespeito ao código florestal. Proponho mais rigor, inclusive com multa à pessoas dos gestores públicos que cometeram essas ilegalidades.",12.05.2023 13:43:33,12.05.2023 13:43:33,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/493,,,
187,7,Direitos Humanos e Cidadania,Presidência ,Constituição,Assistência,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/187,Giovanna,,Praticar as Leis Constituintes ,"Que todo cidadão possa ser, não somente punido pelos ditadores das leis, mas assistidos de forma justa. Assim como está descrito na Constituição Federal do Brasil.",11.05.2023 16:37:20,11.05.2023 16:37:20,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/187,,,
1866,13,Infraestrutura,Infraestrutura,Construção de Ponte,Município de Itueta-MG,MG,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1866,Giovanna,,"Construçao de ponte sobre o Rio Doce, ligando o sul ao norte do Municipio de Itueta, MG.","O município de Itueta é dividido pelo Rio Doce, impondo que o munícipes atravessem o rio através de balsa. Imprescindível a construção de ponte sobre o Rio Doce, ligando o Sul ao norte do município de Itueta. MG.",29.05.2023 20:16:29,29.05.2023 20:16:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1866,,,
317,12,"Indústria, Comércio e Serviços"," Desenvolvimento, Indústria, Comércio e Serviços",Chatbot,Padrão Ético,Consumidor,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/317,Giovanna,,Criar padrões éticos mínimos para o uso de chatbots e assistentes virtuais no atendimento ao cliente,"Padrões éticos mínimos para o uso de chatbots e assistentes virtuais no atendimento ao cliente, de modo a evitar que as pessoas humanas tenham seus direitos negados/negligenciados.",11.05.2023 21:36:10,11.05.2023 21:36:10,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/317,,,
60,36,Segurança Institucional,Justiça e Segurança Pública,Câmeras de Segurança,Escolas Públicas,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/60,Giovanna,,Proposta de programa n.03 ,Câmeras de segurança nas ruas em perímetro que cerca as escolas públicas federais.,11.05.2023 02:19:36,11.05.2023 02:19:36,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/60,,,
1101,43,Secretaria Geral,Direitos Humanos e Cidadania,Centro de Referência, Juventude ,Juventude,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1101,Giovanna,,Centro de Referência das Juventudes,"O Centro de Referência das Juventudes tem como objetivo criar um espaço para promoção de políticas públicas voltadas para a juventude, com foco na promoção da igualdade racial, de gênero e de diversidade sexual. O centro irá oferecer serviços e atividades para atender às demandas dos jovens, além de promover a participação social e política, reduzir a violência e exclusão social, ampliar o acesso aos serviços públicos, oferecer capacitações e promover a integração dos jovens na sociedade.",16.05.2023 14:27:49,16.05.2023 14:27:49,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1101,,,
973,3,"Ciência, Tecnologia e Inovação","Ciência, Tecnologia e Inovação",Astronomia ,Projeto Social ,Juventude,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/973,Giovanna,,Projeto Céus do Brasil,"A Pesquisa no Brasil em Astronomia é pouco difundido, criar um projeto capaz de incentivar os jovens e adultos nesta área é fundamental para despertar o conhecimento científico. Contamos com uma população de Astrônomos Amadores considerável, porem poucas escolas ensinam ou  possuem um telescópio para estudo e fotografia do céu do Brasil.
Pensando nisso, venho propor a difusão da observação do Céu e da Astronomia em  escolas nível médio bem como a confecção de um mapa celeste do nosso céu.",14.05.2023 23:02:10,14.05.2023 23:02:10,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/973,,,
801,,,Saúde,Atenção Primária,Nutricionista,Segurança Alimentar,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/801,Giovanna,,Inserção do Nutricionista na equipe Basica da ESF,"Considerando o aumento das DCNT, da vulnerabilidade da população, da situação do país voltando ao mapa da fome, a inserção do Nutricionista (profissional diretamente envolvido com as políticas de SAN) vai garantir acesso e resolutividade na APS.
Alguns municípios, como Cabedelo/PB, que já tem este profissional nas USFs, são um exemplo para o Brasil. Sem definição pelo MS os municípios não irão aderir e a Segurança Alimentar corre o risco de não ser atendida",13.05.2023 14:09:36,13.05.2023 14:09:36,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/801,,,
850,27,Saúde,Previdência Social,PCD,Cadastro Único,Dever de cuidado,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/850,Giovanna,,Cadastro único para pessoas com necessidades especial ,"Neste cadastro consta todos suas necessidades: em questões de remédios, fraudas etc. E que as pessoas possam só renovar de seis ou até um ano. Porque é muita burocracia e muito sacrifício para os doentes e seus familiares.",13.05.2023 17:26:59,13.05.2023 17:26:59,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/850,,,
764,3,"Ciência, Tecnologia e Inovação",Defesa,Marinha,Defesa Tecnológico,Frota naval,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/764,Giovanna,,"Desenvolvimento econômico, tecnológico, retenção de conhecimento e aumento da segurança naval e fluvial","Estabelecer prazo para a renovação da forta naval, dando ênfase ao desenvolvimento e ampliação do Programa Fragatas Classe ""Tamandaré”, visando a proteção de nosso mar e rios e consequentemente o desenvolvimento econômico e tecnológico do Brasil.",13.05.2023 00:04:05,13.05.2023 00:04:05,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/764,,,
446,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Ecossistemas Não Florestais,Unidades de Conservação ,,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/446,Giovanna,,Salve a água do Brasil -Criação de unidades de conservação e políticas específicas para a conservação de ecossistemas campestres e savânicos no Brasíl,"Os ecossistemas não florestais, campestres e savânicos, contemplam elevada biodiversidade e importante função ecológica, provendo diversos serviços, especialmente a produção de água para abastecer as principais bacias hidrográficas brasileiras. Especialmente os campos do Pampa, do Pantanal, da Caatinga, das Restingas, os campos de Altitude, os Campos Rupestres, Campinaranas e Lavrados, e  a região do Matopiba no Cerrado não possuem áreas protegidas suficientes para garantir sua conservação.",12.05.2023 12:41:51,12.05.2023 12:41:51,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/446,,,
328,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Reciclagem,Resíduos solídos,Economia circular,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/328,Giovanna,,Depósito para garrafas incentivando a reciclagem,"Implementação de um sistema de depósito obrigatório em garrafas e latas de bebidas, onde o consumidor pagaria o valor do depósito no momento da compra e o recuperaria ao devolver a embalagem vazia em estabelecimentos comerciais. Isso incentivaria a reciclagem de resíduos sólidos, contribuindo para a redução da poluição ambiental e estimulando a economia circular.",11.05.2023 21:58:09,11.05.2023 21:58:09,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/328,,,
550,8,Educação,Educação,Ensino Superior,Federalização,Competência,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/550,Giovanna,,Federalização do ensino superior ,"Federalização das universidades estaduais e proteção do ensino e pesquisa brasileiro na constituição, para que governos estaduais não interfiram e não promovam desmonte da educação e pesquisa públicas. O ensino então ficaria tripartite: educação básica sob responsabilidade municipal, ensino fundamental 2 e ensino médio de responsabilidade estadual e ensino superior e pesquisa de responsabilidade federal.",12.05.2023 14:55:34,12.05.2023 14:55:34,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/550,,,
