Categoria,Texto
Saúde,Piso da enfermagem. Aprovacao do piso da enfermagem
Secretaria Geral da Presidência da República,"Participação e Controle Social . A garantia da Democracia passa pela participação social. Tem início com o voto popular.  A efetivação da participação social deve ser garantida a luz da constituição. Os conselhos de políticas públicas precisam ser financiados pelo Poder público. Isso se faz necessário para que o governo estadual, municipal  e federal não controlem  um determinado conselho. Que a sociedade civil organizada não seja refém, tenha liberdade para desempenhar as funções de conselheiro."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Ajuda solidaria. Vai ajudar pessoas que não tem renda com roupas para crianças e cestas básicas e misturas .a cada três meses de todos os anos .
Educação,"Auxilio crianças na escola . Vai sempre está presente na escola liberando em 3 mães ou país a irem na escola ver o desenvolvimento dos filhos e como está sendo passado tudo isso , e podendo falar diretamente com orgaos responsáveis tudo o que notarem que está ruim e que pode melhorar nas escolas e lógico sendo implantados as opiniões da melhor maneira possível ."
Educação,"Apoiando Sua Jornada. Trate-se da criação voltada para familias de baixa renda que possui jovens com interesse de ingressar numa graduação, com idade entre 18 e 24 anos, que possm contar coma ajuda do governo para o inicio da sua jornada, tanto na parte da procura de um emprego quanto com o custeio inicial no valor de um salário minimo para a ajuda com as despesas que todo estudante possui no incio da jornada."
Educação,"Curso de primeiros socorros para profissionais da educação. Implementar curso de primeiros socorros  para profissionais da educação em todo o território nacional. Capacitação  visa garantir uma resposta adequada e imediata em casos de acidentes ou incidentes que possam ocorrer no ambiente escolar, protegendo a vida e o bem-estar de estudantes, professores e funcionários. Habilidades que poderão ser aplicadas tanto no ambiente escolar como em situações cotidianas fora dele."
Saúde,Aumento do piso salarial da enfermagem.. Aumento do piso salarial da enfermagem
Saúde,"Vigilância Sanitária . Aprovar Lei de valorização, CBO próprio e piso Nacional dos Profissionais de Vigilância sanitária."
Direitos Humanos e Cidadania,"Ajuda mas habitaçoes . O governo poderia disponibilizar mas lugares e terrenos para ajudar familias que nao tem renda ou que esta muito dificil manter alugueis para que não vao  para rua .oferecer moradias dignas , e propias aonde quem não tem renda possa fazer serviços sociais ou para a prefeitura para poder pagar a moradia ate o pagamento total ."
Direitos Humanos e Cidadania,"Renda contínua . Minha Proposta é que continue o valor de 150 reais por criança do bolsa família que a idade não seja o limite de até 6 anos de idade, que se estenda até os 15 anos de idade para ajudar nos custo do aluno como se profissionalizar com algum cursinho , ajudarar muitos pais e jovens que não estão trabalhando."
Previdência Social,"Loas sem análise de renda. Todo  auxílio Loas deveria ser sem análise de renda. Toda deficiência requer uma qualidade de vida melhor e isso vem através do auxílio que deveria vir sem análise de renda, o auxílio é para o deficiente e não para o cuidador, essas pessoas requere certos cuidados muitos usam fraldas, alimentação especial, medicamentos contínuos, transportes não públicos, leite, alimentação em geral em fim tudo isso é custo. Que o análise do LOAS sejam mais coerente a situação do deficiente. Revejam essa situaçã"
Fazenda,"Eficiência e eficácia na cobrança da dívida ativa . Desjudicializacao da cobrança da dívida ativa, com medidas constritivas de penhora e arresto com emprego do poder de autotutela, e cessão dos títulos extrajudiciais correspondentes a iniciativa privada, escritórios de advocacia e empresa de cobrança. A medida de faz necessária em virtude do acúmulo de débitos muito além da capacidade da PGFN de cobrança, bem como da ineficiência e ineficácia do processo judicial na cobrança da dívida ativa."
Educação,"Fortalecimento dos Conselhos Tutelares e proteção aos Conselheiros tutelares . Criação de Central de monitoramento e apoio aos Conselheiros tutelares, incluindo canal de atendimento para orientações e recebimento de informações de conselheiros tutelares que em suas atuações sofrem ameaças, violência e abusos de autoridade."
Gestão e Inovação em Serviços Públicos,Moradia para as pessos que esta aguando a mais tempo na cohab Campinas  sp. Moradia a pessoas  escritas  na cohab Campinas sp a mais  tempo estou aguando se chamada há  22anos
Educação,"Proposta para os jovens de baixa renda, do residencial Itamar Guará. Gostaria que tivesse uma proposta para os jovens de baixa renda. Que se criasse quadra educativas com curso profissionalizantes esportes.
Incluindo bancos de talentos para incluir no mercado de trabalho."
Igualdade Racial,"Cursos de qualificação em Letramento para professores  de séries iniciais fundada na Lei 10635/2003. Não basta criar leis se estas não se perfectibilizam na realidade social. É o caso Lei 10639, que estabelece a inclusão no currículo oficial da Rede de Ensino a obrigatoriedade da temática ""História e Cultura Afro-Brasileira""; Mesmo passado mais de 20 anos, a lei ainda enfrenta muralhas nas escolas; Há necessária capacitação dos professores para enfrentar esta mudança com sabedoria. PROFESSORES E 1ª INFÂNCIA EM FOCO!"
Previdência Social,Revogação do Fufin. Desconto dos aposentados pelo erros cometidos pelos Prefeitos de São Paulo que além de pagar RPPS a vida inteira Prefeito de SP desconta esse tal de Fufin dos aposentados
"Desenvolvimento, Indústria, Comércio e Serviços","Liberdade empreedodora. Desburocratizar reduzindo e extinguindo (leis,decretos,portarias e normas) que tendem a dificultar que o cidadão pequeno e médio consigam abrir seu próprio negocio.

ex: lei dos food trucks 

essa lei trava o cidadão que quer montar um negocio próprio de tal maneira que muitos desistem por a quantidade de burocracia envolvida e a falta de verba pra montar o negocio e pagar um consultor pra vencer a burocracia!"
Saúde,"# Enfermagem  piso salarial com reajuste anual. Queremos o piso.nos contracheques , e lei. # respeito a enfermagem."
Direitos Humanos e Cidadania,"Implementação da disciplina de Libras Básica nas Escolas Municipais. Implementação da disciplina de Libras Básica nas Escolas Municipais (projetos educacionais não reprobatórios) para promover a inclusão social de alunos surdos.
Objetivos: Incluir alunos surdos, capacitar em Libras, desenvolver habilidades de comunicação e empatia, promover sociedade inclusiva.
Metodologia: Inserir disciplina na grade curricular a partir o 1º ano, contratar professores capacitados, formação continuada, parcerias com instituições e associações surdas."
Direitos Humanos e Cidadania,"Defesa das mulheres. Castração quimica, poderia ser opção e se tornar lei em favor ao abuso sexual( estupradores, peďófilos) tornando-se lei, diminuiria tantos indices de violência."
Saúde,O que seria dos doentes se não fossem a Enfermagem . Brasil hj é uma vergonha com esse STF
Saúde,Aumento do piso da enfermagem. Queremos ser valorizados
Transportes,"Mapeamento de alta resolução do território braileiro com tecnologia nacional . Realizar mapeamento topográfico do território brasileiro com tecnologia nacional de radar. A tecnologia já foi utilizada em projetos de mapeamento da Amazônia e Bahia poderia ser utilizada para geral Modelos Digitais de Terreno (MDS) e de Superfície (MDS) com alta resolução (5-10m) para todo território nacional. O conhecimento do relevo é ferramenta indispensável para planejamento urbano e territorial, bem como calcular riscos de grandes obras de engenharia, como barragens."
Saúde,"Aconselhamento e teste genético para a Doença de Huntington e outras Doenças Raras  em todo Território Nacional, . A doença de Huntington é uma doença rara genética, dominante, neurodegenerativa , incapacitante, sem cura, usamos medicamentos off label, na lista do SUS,  seus sintomas são movimentos involuntários, (cabeça, tronco e membros)perda da fala, do andar indo parar em uma cama. Se um dos pais possui esta doença a chance de seu filho ter é 50%
Geralmente os sintomas aparecem na fase adulta, mas pode aparecer na fase infantil ou juvenil. por isso necessitamos de ser diagnosticados."
Educação,"Capacitação presencial para professores do fundamental no contra turno, para colocar em prática na rotina educacional.. Ginástica laboral, redação descritiva interligadas a disciplina que trabalha para fortalecer o ensino aprendizagem, acompanhamento psicossocial, aulas práticas dentro da sala de aula de técnicas agriculas e educação para o lar, que foram tiradas da grade curricular e implementadas por atividades alusivas que fogem totalmente da criação do caráter do cidadão."
Direitos Humanos e Cidadania,"Viver com deguinidade.. Dar um valor de um salario minimo para o auxilio aluguel.
Dar um valor diguino para o auxilio bolsa familia.
Dar um valor diguino para o auxilio renda minima.
Dar um valor diguino do auxilio renda cidadã.
Dar mais trabalho para o povo Brasileiro que não terminou o ensino medio.
Terminar as construção da abithação em 2 anos para nós o povo poder ter um lar com deguinidade.
Melhorar na saude pelo sus."
Saúde,"Centro de referência Doenças Raras em todas Capitais do Brasil. Criação de Centros de Referências em Doenças Raras  em todas as Capitais do Brasil com médicos Neurologistas especialistas em Doenças Raras,  Testes Genétivos pelo SUS."
Saúde,"Aumento do piso da enfermagem . Aumento do valor referente ao piso salarial nacional dos profissionais de enfermagem ( enfermeiros, parteiras, técnico de enfermagem e auxiliares de enfermagem)."
Saúde,"Fisioterapia e Fonoaudiologia permanente para pessoas com a Doença de Huntington. Solicito que sejam disponibilizados Fisioterapia e Fonoaudiologia Permanente pelo SUS para pessoas com a Doençá de Huntington, preferencialmente na residência do paciente devido as dificuldades para locomoção do pacient."
Educação,"Transformar o PNAES em lei! . O plano Nacional de assistência estudantil é essencial para a permanência de milhares de estudantes na universidade. A partir do PNAES são subsidiados os restaurantes universitários, as bolsas de permanência etc. Precisamos ampliar os investimentos no PNAES e transformá-lo em lei para combater a evasão universitária e garantir que a população mais pobre permaneça e conclua seus cursos com qualidade."
Comunicação Social,"Por que os homens estão em silêncio a tudo que está acontencendo na sociedade?. A proposta é criar rodas de conversas em comunidades de diversos contextos para discutirmos conceitos importantes que são basilares e salutares para uma sociedade saudável e forte. 
""A expectativa de vida dos homens na Região das Américas é 5,8 anos menor que das mulheres, afirmam também, no relatório publicado no dia 19 de novembro de 2019 que 1 a cada 5 homens americanos não alcançarão a marca dos 50 anos (Organização Pan-Americana de Saúde Brasil, 2019)""."
Saúde,Aposentadoria especial para os agentes comunitário de Endemias . Aposentadoria especial garantida pela a lei para os agentes comunitário de Endemias
Agricultura e Pecuária,"Formação de Estoques de Alimentos Proteicos para a Formulação de Ração de bovinos, ovinos, caprinos, suínos e aves.. Fornecimento de alimentos proteicos, como Farelo de soja, Farelo de trigo, Torta de algodão e Caroço de algodão, a preços competitivos, a serem comercializados pelo Programa de Vendas em Balcão - PROVB/CONAB, possibilitando a formulação de rações concentradas para os rebanhos bovinos e caprinos, atendendo aos pequenos produtores rurais."
Mulheres,"Bolsa família rapido e casa para todos. Aceitação do bolsa família mais rápido para quem tem filhos pois precisamos muito por não trabalhar fora não temos renda alguma, e já ajuda demais quem realmente precisa.. e casinhas para todos nós que temos renda baixar e vive no aluguel, pois para quem vive de um salário mínimo e o aluguel e 800 reais não sobra nem o de comer temos que borrar para pagar aluguel e comer! E paga aluguel para quem n tem renda nem de 1 real e muito difícil mesmo, muito mesmo."
Cidades,Implementa o Programa Nacional de Regulação Fundiária Urbana. Implementar o Programa Nacional de Regulação Fundiária Urbana gratuito para todas as famílias com renda de até 3 salário mínimos.
Cidades,"Água para todas. Implementa o Programa Nacional de água para a população de baixa renda.
Implementar o Programa Nacional de água para a população de baixa renda"
Cidades,"Bolsa Reciclagem. Implementar o Programa Nacional de Bolsa Reciclagem para a população de baixa renda para as famílias que separarem o lixo pelas categorias: Papel, Vidro, Plástico, Metal, Reciclagem mecânica, Reciclagem energética e Reciclagem química."
Justiça e Segurança Pública,Inclusão das guardas municipal no art 144. Inclusão das guardas municipais no rol do ART 144 . Só assim daremos mais autonomia para atuação das gcms em todo Brasil..
Educação,Implementação da educação financeira no ensino médio.. Programa educacional voltada a prevenção e incentivo para jovens e adolescentes de como usufruir das suas finanças de forma saudável e consciente. Permitindo que eles possam planejar melhor o seus objetivos futuros como também passe a saber administrar seu dinheiro com mais eficiência ao se tornarem adultos.
Direitos Humanos e Cidadania,"Assistência social e financeira ortopédica . Assistência socioeconômica á pessoas com problema de coluna independente do grau de mobilidade,ja que pessoas com problema de hernia de disco tende a piorar no decorrer dos anos
Assistência médica 
Meios de terapias como natação ,fisioterapia e todos os meios possíveis para tratamento para melhorar a vida do cidadão recuperando assim se possível  ao menos para o trabalho e renda própria"
Meio Ambiente e Mudança do Clima,"Chega de veneno! Mata-mato mata além do mato!. Proibição da venda e do uso de mata-mato em perímetro urbano em todo o Brasil sendo permitido o uso apenas em áreas rurais onde fique comprovada a necessidade mediante laudos técnicos de profissionais registrados em seus órgãos de classe. Os chamados mata-mato, dentre o quais o glifosato, penetram na terra e chegam ao lençol freático chegando às nossas casas e podendo provocar inúmeros danos à saúde além de matar animais e o habitat de algumas espécies provocando desequilíbrio ecológico na regiã"
Educação,"Revogação imediata do novo Ensino Médio. O chamado novo ensino médio eliminou disciplinas fundamentais substituindo-as por itinerários formativos tirando dos jovens, sobretudo os pobres e que estudam em escolas públicas, de se saírem bem no ENEM e nos vestibulares. É preciso revogar o decreto e criar um Ensino Médio com oportunidades a todos os alunos, com bolsa para os que querem estudar mas acabam abandonando para trabalhar, investindo pesado na formação continuada dos professores para que a aprendizagem seja efetiva e significativa."
Educação,"Criação da Universidade Federal do Vale do Paraíba no estado de S. Paulo. A Região Metropolitana do Vale do Paraíba, possui mais de 2.500.000 habitantes, segundo o censo de 2022 e não possui uma universidade regional pública e gratuita.   Muitos jovens são obrigados a sair da região para continuar seus estudos.    Desta forma, sugere-se a criação da Universidade Federal do Vale do Paraíba, com campi distribuídos pelas principais cidades da região: Cruzeiro, Lorena (ou Guaratinguetá), Taubaté (ou Pindamonhangaba), S. J. Campos, Caraguatatuba e Campos do Jordão."
Trabalho e Emprego,Peessoa injustiçada e esquecidas . Muitas pessoas estão desempregadas . E nem recebe nada de ninguém nem do governo eu sou um que tenho o cad único e não recebo nada do governo .mais temos que observar mais as pessoas que não estão tendo nenhuma! assistência. Vamos dar mais atenção. A essas pessoas obs:eu operei o coração 2 vezes não sou aposentado .nem tenho nenhum auxílio. Do governo.
Educação,"Escola em tempo integral da creche ao Ensino Médio. A ampliação do tempo integral igual ou superior a 7 horas diárias ou 35 horas semanais tem como finalidade a perspectiva do desenvolvimento e formação integral de bebês, crianças e adolescentes a partir de um currículo intencional e integrado, que amplia e articula diferentes experiências educativas, sociais, culturais e esportivas em espaços dentro e fora da escola com a participação da comunidade escolar."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Estudo de Educação Financeira desde o Ensino fundamental. . A cultura do brasileiro e gasta o pouco que tem.
O nosso país tem uma desigualdade social muito grande.
As crianças e o futuro do nosso País. Ter uma educação financeira desde pequeno, ajudar muito a criança quando chegar na fase adulta. A não gasta o pouco que tem."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Proteção Social Básica e Especial as familias. Garantir o acesso aos serviços socioassistenciais CRAS, CREAS, Centro População de rua e demais programas e projetos, que são serviços continuados de fortalecimento de vinculos e mudança nas condições de vida da população mais vulneravel."
Meio Ambiente e Mudança do Clima,"Meio Ambiente - Economia Circular. A economia circular é um conceito novo ainda e solução mais viável e encantadora para os problemas socioambientais causados ​​pelo modelo econômico linear atual, que se baseia na extração de recursos, produção, consumo e descarte.A economia circular é um conceito novo ainda e solução mais viável e encantadora para os problemas socioambientais causados ​​pelo modelo econômico linear atual, que se baseia na extração de recursos, produção, consumo e descarte."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Bolsa Família Digno Para Todos, Bolsa Renda Para Pessoas Negras. Acredito que muitas mulheres solteiras precisando do bolsa família unipessoal por falta de oportunidade no mercado de trabalho, as vezes perdemos oportunidade por causa da cor, mesmo tendo estudo não estão dando oportunidade para mulheres negras trabalhar, gostaria que as pessoas negras tivessem direito a uma renda até conseguir um emprego justo de carteira assinada com todos os direitos iguais."
Previdência Social,"Igualdade na aposentadoria rural e urbana . Criar igualdade de aposentadoria rural e urbana pois os trabalhadores urbanos por muitas vezes trabalham muito mais que os rurais enfrentando,chuva,sol,trânsito e muito estresse,se deslocando muitas horas para chegar ao emprego,enquanto o rural na maioria não se desloca, não sofre estresse,e também igualdade nas contribuições,pois não é justo o rural ser segurado especial, Também podem contribuir,sendo que uma grande maioria se aposentam rural porém nunca trabalharam rural,e nunca contribuíram"
Gestão e Inovação em Serviços Públicos,Margem consignavel facultativa para servidores federais. Precisamos fazer com que a margem consignavel dos servidores federais prevista no artigo 2 da lei 14509 seja facultativa para empréstimos  e não exclusiva para cartões de crédito cuja taxa de juros é bem mais elevada que o consignado tradicional.
Previdência Social,"Igualdade na idade de aposentadoria da  mulher. Igualdade na aposentadoria da mulher urbana e rural, diminuição da idade da aposentadoria urbana por idade,se igualar a rural,ou aumentar a idade rural e urbana para 60 anos,pois não é justo a idade da mulher ter subido e a rural não,pois a urbana tem dupla jornada de trabalho é contribuinte,pega ônibus,sol chuva para chegar ao trabalho, cansaço e muita fadiga,muitas rurais se aposentam ,muitas vezes nem sequer foram na roça e nunca contribuíram e também mudança para os homens rurais e urbanos"
Transportes,"Estrada da cidade de Grossos - Rio Grande do Norte . Boa noite. É com muita tristeza que descrevo a vocês a situação da RN 012 que liga a cidade de Grossos a localidade de gangorra. Através dessa estrada passa um potencial de comércio, o sal marinho, isso mesmo, é da cidade de Grossos-RN. A maior produção salineira do Brasil. Um grande motivo, para restauração total desse trecho. 
Outro motivo, a população necessita deslocar-se até Mossoró todos os dias, seja por questões de saúde, ou trabalho. A via está perigosa!
Socorro!"
Comunicação Social,"A inclusão dos jovens na política. Sabemos que há alguns programas e projetos que consistem neste tema, entretanto eu queria visar que como aluna de rede pública gostaria de desenvolver a proposta de que jovens ainda estudantes,estivessem em cerimônias que envolvem políticas públicas, visto que, nossa  participação é como uma ferramenta da indústria para dizer que estamos lá, entretanto não possuimos um papel importante."
Previdência Social,"13249598671944Lu. Programas de incentivo ao autismo,.
 facilitação ao BPC,para as crianças com laudo para melhor tratamento já que 
nenhum Estado dá esse suportes com dignidade, para receber esse benefício e tanta democracia os familiares tem que estar a beira da misérias p conseguir, aumentar a cota e todo autista tem que ter dignidade de um bom tratamento e custa  muito caro."
Educação,"Bolsas de Pesquisa para Mestrados Profissionais . Os estudantes de Mestrados Profissionais em sua maioria são estudantes e trabalhadores que necessitam manter sua renda enquanto estudam. A CAPES e o CNPq devem passar a financiar  bolsas para essa oferta de Mestrado que tem crescido e demonstrado demanda a nível nacional. Deve haver também incentivo para a produção de recursos educacionais que possam colaborar no desenvolvimento da educação pública através da inovação, porém, isso será possível com financiamento e investimento estatal."
Transportes,"Programa nacional de fomento ao transporte coletivo urbano. Considerando que o transporte coletivo urbano atravessa crises em uma quantidade alarmante de estados e municípios, criar um Programa Nacional de Fomento ao Transporte Coletivo Urbano, oferecendo subsídios totais ou parciais, contando com contrapartidas financeiras de Estados e/ou Municípios que aderirem ao programa e exigindo contrapartidas de qualidade e oferta de viagens por parte de órgãos gerenciadores e empresas operadoras do transporte coletivo urbano pelo país."
Saúde,"Aposentadoria especial,com desprecarização de vínculos a categoria de ACSs e ACEs de todo Brasil  e valorização profissional e reconhecimento de ACSs.. Aposentaria especial a todos ACSs e ACEs de todo Brasil com insalubridade máxima,desprecarizacao de vinculo."
Mulheres,"Vaga de emprego garantida para gestantes desempregadas. . Assegurar  quantidade de vagas de empregos para gestantes que estão fora do mercado de trabalho. 
Muitas mulheres que engravidam e não estão trabalhando, enfrentam dificuldades e preconceitos para conseguir emprego, ficando vulneráveis e dependentes de terceiros."
Igualdade Racial,"Fim das cotas raciais como forma de garantia de direito livre e igualitário. As cotas raciais são bacanas, o seu sentido não é fora de contexto. mas na minha opinião, quando o governo coloca cotas raciais em um concurso público por exemplo, o próprio já está causando a diferenciação entre pessoas. Eu acredito que o direito a igualdade começa com o cumprimento do pró´prio direito dentro das mesmas condições. Não pode haver essa diferenciação pois assim o próprio sistema coloca uma barreira entre brancos e negros. a igualdade começa quando todos convivemos juntos."
Desenvolvimento Agrário e Agricultura Familiar,"Plano de Incentivo à Produção de Prote´ínas Alternativas. O Governo Federal deve criar um plano dentro de uma política federal de incentivo à produção de proteínas alternativas como carne de origem animal por meio do cultivo de células, criadas em bioreatores, livres de abate animal, com benefícios ambientais de 96% menos gases do efeito estufa e consumo de água, 99% menos uso de espaço e 45% menos uso de energia, livre de hormônios, antibióticos, agrotóxicos, zoonoses e maus-tratos, obtendo proteína animal de alta qualidade e eficiência produtiva."
Justiça e Segurança Pública,"Crime Hediondo Para Morte de Animais (no art. 32 da Lei de Crimes Ambientais).. ""Art. 32...
§ 2o-A Em caso de morte de animal, de qualquer espécie, se praticada por motivo fútil ou torpe e, ou, se utilizado meios ou modos cruéis, será tratado conforme a lei de crimes hediondos e a pena será de reclusão de 4 (quatro) a 8 (oito) anos, multa e proibição de adoção, guarda, tutela ou posse de qualquer natureza, de qualquer espécie de animal, pelo prazo da sentença transitada em julgado, multiplicada por 15 (quinze), sendo este findo, revisado pelo juízo competente."""
Esporte,"Implantação de núcleos esportivos em Bairros de de alto número de pessoas em situações vulneráveis.. Mais atividades esportivas gratuitas nos Bairros, para pessoas em situação de vulnerabilidade social que estão dentro do CAD Único.
Os núcleos poderão ser implantados nas propriedades públicas dos Municípios com atividades para todas as idades, divididas por faixa etária."
Saúde,"Política Nacional de Saúde Integral LGBT+. Implementar e consolidar a Política Nacional de Saúde Integral LGBTQIA+, prevista na Portaria Ministerial n° 2.836/2011 e o Processo Transexualizador Portaria Ministerial n° 2.803/2013, visando prevenir a tratar das vulnerabilidades, agravos e doenças negligenciadas em virtude da orientação sexual, identidade e/ou expressão de gênero no acesso, atendimento à baixa e média complexidade no Sistema Único de Saúde."
Transportes,"Mudar processo de placa de automóveis para que a mesma seja seja de sua propriedade . Fazer com que cada placa seja do proprietário e não do automóvel. Se vender o automóvel a placa fica com a pessoa. A pessoa que comprou o automóvel coloca a sua placa. Se não tiver, ele faz uma placa em seu nome"
Educação,"Educação Contextualizada . Incentivar a permanência dos/as jovens no campo: 

• Criar políticas públicas voltadas para a educação contextualizada, através de programas e cursos que propaguem a realidade do meio em que vivem.
•  Criar redes de proteção que possam assegurar às juventudes rurais e sua permanência na escola, garantindo-as segurança e humanização de seus corpos."
"Ciência, Tecnologia e Inovação","Projeto de monitoramento, regulamentação e desenvolvimento virtual. Proposta: Industria 4.0, engloba um amplo sistema de tecnologias avançadas como inteligência artificial, robótica, algoritmo e computação em nuvem que estão mudando as formas de produção, os modelos de negócios no Brasil e os novos desafios nas relações humanas contemporâneas.
Faz-se necessário nos adaptarmos a tecnologia de forma integral, com investimento pesado em mão de obra qualificada, criação de novos empregos e combate aos efeitos colaterais dessas ferramentas a longo prazo."
Direitos Humanos e Cidadania,Sonho de família . Apoio as pessoas que moram alugadas
Desenvolvimento Agrário e Agricultura Familiar,"Programa Nacional para a Transição Agroecológica. Massificar a Agroecologia. Constituir ações com capacidade de movimentar as realidades de vida das famílias impulsionando a produção e oferta de alimentos orgânicos. 
Linhas de Créditos – Fomento e investimentos
Cooperativas AF – Infraestrutura e capital de giro
Agroindústrialização
Ensino, pesquisa e assessoria técnica
Programas de comercialização
Reforma agrária popular
Regularização fundiária de comunidades tradicionais
Gênero, geração e diversidades"
Turismo,"Mobilidade ativa. Elaboração de um Plano Nacional de Cicloturismo com a participação da sociedade civil organizada e representantes dos governos estaduais. Diversos países do mundo estão investindo no Cicloturismo para geração de emprego e renda, turismo sustentável e segurança viária. É comprovado que a bicicleta contribui para a saúde das pessoas e do planeta."
Transportes,"Mobilidade por bicicleta . Contrução de ciclovias ao longo das rodovias federais para segurança viária das pessoas que necessitam ou optam por realizar seus deslocamentos usando bicicleta, seja para trabalho, estudos, lazer ou esporte. É comprovado que a bicicleta é um meio de transporte sustentável e que traz muitos benefícios para a saúde das pessoas e do planeta. Muitos usuários utilizam esse meio de transporte passando por rodovias federais muitas vezes colocando a vida em risco. É um direito pedalar com segurança."
Educação,"Educação afrocentrada nas escolas. Ensinar desde o ensino fundamental, matérias voltadas para educação afrocentrada. 
Só educando desde cedo, poderemos diminuir o racismo no Brasil."
Meio Ambiente e Mudança do Clima,"Implementação do Plano Municipal de Saneamento Básico - Água Branca - Estado de Alagoas. A implementação das ações do PMSB do município AB/AL, em execução, consta de um conjunto de serviços fundamentais para o desenvolvimento socioeconômicas da população e da preservação ambiental, a partir do acesso ao abastecimento de água com captação do canal do sertão alagoano e  água subterrânea, esgotamento sanitário, limpeza urbana, drenagem urbana, manejos de resíduos sólidos e de águas pluviais, para atender áreas urbanas e rurais de cerca de mais de 20 mil hab. É preciso investimentos."
Previdência Social,Muito bom parabéns felicidade sucesso sempre . Parabéns felicidade sucesso sempre
Meio Ambiente e Mudança do Clima,Fortalecimento dos OPACs. Assegurar linha de crédito para fortalecimento dos Organismo Participativo de avalição da Conformidade Orgânica - OPAC
Saúde,"Apoio a aqueles que possuem a doença chamada fibromialgia . Tenho está doença e ela é devastadora ,pois são dores que não são visíveis mas que consomem nossas forças ,nosso poder de concentração,e com TD nos deixam depremidos por não poder fazer nada pq não há cura. Ela nos encapacita de uma forma , que não há um lugar no nosso corpo que não sentimos dor . Então peço ao governo que olhe por nós ,pois em outros estados e municipios existem leis que nos apoiam como trasporte público assegurado com cartão de passagem para irmos ao médico e auxilo com valore"
Saúde,"Criança saudável é criança feliz. . Em escolas públicas e creches implantar visitas mensais dos profissionais da saúde, dentistas, para monitorar e vistoriar as crianças, para registrar se caso de desnutrição, ou outras doenças/infecções para um melhor tratamento e cuidado com as crianças."
Direitos Humanos e Cidadania,"Viver com dignidade e respeito. . Implantar mais moradias e programa de casas habitacionais para a população que vive em áreas de risco, moradores sem teto/moradores de rua."
Gestão e Inovação em Serviços Públicos,"Consideração do período da pandemia para progressão de carreira dos servidores públicos . Durante a pandemia, os servidores públicos precisaram investir no trabalho remoto utilizando recursos financeiros próprios. Em nenhum momento o serviço deixou de ser prestado. Porém, o governo federal aprovou uma lei atrelando a disponibilização de recursos financeiros, para o combate à COVID-19, aos estados e municípios, mediante o congelamento do salários dos servidores públicos. Foi desprezado o período de 1 ano e 7 meses, aumento as perdas salariais dos servidores."
Gestão e Inovação em Serviços Públicos,"Carga horária de 30 horas semanais para todo o serviço público federal. Proposta de implementação de carga horária de 30 horas semanais para todo o serviço público federal, como forma de destacar e valorizar a categoria."
"Desenvolvimento e Assistência Social, Família e Combate à Fome","SDDP =>Segurança De Dados Pessoais . Manter sigilo e segurança com os seus dados cadastrais Ter senha de acesso uma numeração sua e a outra da pessoa que faz seu cadastro assim só seria possível mexer no seu cadastro na sua presença... Ou uma senha digital...pq hoje em dia qualquer um pode usar seu CPF, NIS,PIS ETC... Ter realmente transparência nos benefícios...onde as pessoas que realmente precisam não a coleguinha que nem vai no CRAS , Mulheres sozinha, idosos e deficiente...ou gratificação pra quem trabalha"
Esporte,"Centro Poliesportivo da Universidade Federal do Tocantins (UFT). Anualmente, a cidade de Palmas sedia o maior evento esportivo universitário do Norte do Brasil, o “Greve x Boleto”, no qual a UFT, por meio de suas atléticas, possui grande participação e tradição de títulos. 
Contudo, a UFT não conta com uma estrutura própria para treinamento de seus atletas. 
Sendo assim, propomos a construção de um centro poliesportivo da UFT, com quadras, ginásio, piscina e campo, como forma de incentivo ao esporte e treinamento dos atletas da universidade."
Desenvolvimento Agrário e Agricultura Familiar,"Criação de um fundo para apoiar os sistemas alimentares e o abastecimento popular. . Criação de um fundo que possa receber recursos públicos do governo federal  e doações internacionais para apoiar a produção de alimentos saudáveis, de forma associativa e ou cooperada, através de projetos que integrem fomento a produção e transição agro ecológica, produção de bio insumos, assistência técnica e pesquisa, processamento dos alimentos, armazenamento, centros de abastecimento e distribuição, logística, comercialização e o acesso aos alimentos pelas famílias de baixa renda,"
Meio Ambiente e Mudança do Clima,"Sistemas urbanos mais resilientes às mudanças climáticas. Desenvolver nos programas governamentais que dão origem as obras públicas de caráter  estruturante, ações embasadas por uma gestão sistêmica e integrada das águas , visando melhorar a capacidade dos sistemas urbanos para uma maior resiliência frente aos impactos das mudanças climáticas."
Previdência Social,"Fibramialgia polineuropatia e CA em ACS seja afastados pó INSS sem danos a paciente . Que os Peritos do INSS possam ,ler os laudos , de pacientes portadores de Fibramialgia , CA , polineuropatia, por incapacidade laboral , principalmente os Agentes comunitários de saúde , e crises de anciedade , e lei de aposentadoria dos ACS seja precisa pelos deputados e senadores, com prioridade"
Saúde,"Fibramialgia polineuropatia e CA em ACS seja afastados pó INSS sem danos a paciente . Que o INSS possar aprovar ,passar na perícia pacie te portadores de polineuropatia, sequelas de CA e Fibramialgia sou aCS me afastaram outra vez,  aí no INSS não passamos , 4 anos de  cessado ,  maldade ,gente que não precisa consequem eita"
