ID,Tema,Ministério,Categoria 1,Categoria 2,Título,#CUIDADO,Corpo,Status,Data de publicação,URL,
1420,Saúde,Legislativo,Carreiras da Saúde,Odontologia / Contratação Pública de Pessoal Efetivo / Unidades Básicas de Saúde (UBS),Obrigatoriedade de cirurgião dentista em hospitais,Sim,"Fornecer acesso odontológico a pacientes hospitalizados por meio da inclusão do cirurgião dentista na equipe multiprofissional, visando redução de tempo de internação, gastos hospitalares, diagnóstico de alterações bucais decorrentes de quadros sistêmicos complexos, além de realizar atendimentos  que não são viáveis na unidade básica de saúde à esses pacientes.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1420"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1420</a></p>",22.05.2023 21:14:30,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1420,
1419,Planejamento e Orçamento,Legislativo,Reforma Tributária,Imposto de Renda,Indexar a tabela do IRPF ao salário mínimo.,Não,"Utilizar o salário mínimo calculado pelo DIEESE, como base de corte para desconto do IRPF sendo que a partir desse valor de base salarial as faixas acima teriam percentuais de desconto entre 1-3% progressivos até 90% sendo que cada faixa variável seria calculada conforme as necessidades e previsões do orçamento conjugado com os efeitos produzidos após a avaliação da distribuição de renda avaliada permanentemente. O controle ficaria com a secretaria de planejamento nacional.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1419"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1419</a></p>",22.05.2023 21:17:09,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1419,
1421,Fazenda,Fazenda,Reforma Tributária,Política na Escola / Participação Social e Transparência,Inserir o Programa Nacional de Educação Fiscal (PNEF) no PPA.,Não,"Alocar o Programa Nacional de Educação Fiscal-PNEF na estrutura do Ministério da Fazenda como unidade orgânica para implementar a política de cidadania fiscal no Brasil. O PNEF existe desde 1996, é coordenado pelo GT 66 Educação Fiscal/CONFAZ, constitui-se em tecnologia social para desenvolver a cidadania ativa, preparando o cidadão para a função social do tributo e o exercício do controle social do Estado. O cidadão participando, acompanhando e fiscalizando os recursos e as políticas públicas,","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1421"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1421</a></p>",22.05.2023 21:35:38,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1421,
1423,Educação,Educação,Métodos de Ensino,Novo Ensino Médio / Currículo Escolar ,Revogação do novo ensino médio,Não,Visar mais que profissionalização. Desenvolver um pensamento critico  lato sensu;,,22.05.2023 23:34:32,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1423,
1424,Saúde,Saúde,Saúde da Família,Gestantes e Cuidado Pré-Natal,Transporte Materno Infantil..,Sim,"Transporte para levar a mãe ou o pai de baixa renda  e o filho para casa depois do parto.
Transporte para a mãe levar seu filho ate os 06 meses para consultas pediátricas","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1424"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1424</a></p>",22.05.2023 23:52:08,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1424,
1425,Cidades,Cidades,Habitação,Ampliação de Infraestrutura,Moradia Digna Para Todos,Não,Moradia Digna Para Todos será um programa voltado para construção,"<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1425"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1425</a></p>",23.05.2023 00:14:16,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1425,
1426,Transportes,Transportes,Transporte Coletivo,Veículo Leve sobre Trilhos,"Modernização dos meios de transporte, implantação de trens de alta velocidade.",Não,"É urgente a adequação do Brasil com as necessidades do século XXI. Somente com uma transformação nos meios de transporte poderemos atingir a meta da transição energética e dar dignidade ao trabalhador, fazendo com que chegue mais confortavelmente e mais rápido ao trabalho. Já temos um parceiro que pode contribuir muito, que é a China; Exemplo de mobilidade moderna e planejamento.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1426"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1426</a></p>",23.05.2023 11:30:11,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1426,
1427,Justiça e Segurança Pública,Legislativo,"Novos Estatutos, Marcos Legais e Leis Orgânicas",Armamento Civil,Regulamentação e normatização de programa para aquisição de armas de fogo.,Não,"Devido ao evidente crescimento da criminalidade em nosso país, nos últimos meses, faz-se urgente um programa que regulamente a comercialização de armas de fogo para o cidadão de bem que quer proteger sua família. Enquanto bandidos andam armados nas ruas à luz do dia, o cidadão é proibido de ter uma chance de se defender. 

Este projeto sugere avaliar, qualificar e fiscalizar todos aqueles que optarem por adquirir uma arma de fogo para a sua proteção e de sua família.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1427"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1427</a></p>",23.05.2023 11:52:02,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1427,
1428,Desenvolvimento Agrário e Agricultura Familiar,Legislativo,Crimes Ambientais,Agrotóxicos,Proibição do uso de agrotóxico,Não,"Um projeto que visa proibir ou incentivar mecanismo o “não uso de agrotóxico” tanto nas pequenas como nas grandes plantações, eu sou natural de uma região do cerrado coisa que não tenho orgulho por que entendo que são projetos apenas que visa o lucro, não um olhar para as pessoas que tenham melhorias de vida e com isso há um grande numero de pessoas com câncer de todos os tipos na região com uso excessivo de agrotóxico nas plantações.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1428"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1428</a></p>",23.05.2023 12:41:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1428,
1430,Saúde,Saúde,Serviços Públicos Digitais / Carreiras da Saúde,Telecomunicações,"Tele medicina, Que o SUS e programas  mais medicos, comprem os serviços de empresas que disponibilizam tecnologia de realização de exames a distância",Não,"Embora o SUS, esteja presente em cada município, não possuimos capilaridade suficiente para o atendimento primário.
Sugestão
No brasil , existem empresas de tecnologia que permite ao medico acesso a exames laboratoriais e radiologicos no mesmo dia, basta ter internet. A empresa instala uma maquina do tamanho de uma impressora de cupons fiscais onde é inserido a placa de amostra e o resultado sai em até 5 horas. O mais medicos e o SUS, poderia se beneficiar dessa tecnologia, onde estiver.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/1430"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1430</a></p>",23.05.2023 13:44:56,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1430,
1431,"Desenvolvimento e Assistência Social, Família e Combate à Fome",Legislativo,Crimes Ambientais,Agrotóxicos,Proibição do uso de agrotóxico ,Não,"Um projeto que visa proibir ou incentivar mecanismo o “não uso de agrotóxico” tanto nas pequenas como nas grandes plantações, eu sou natural de uma região do cerrado coisa que não tenho orgulho por que entendo que são projetos apenas que visa o lucro, não um olhar para as pessoas que tenham melhorias de vida e com isso há um grande numero de pessoas com câncer de todos os tipos na região com uso excessivo de agrotóxico nas plantações.",,23.05.2023 13:45:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1431,
1432,Saúde,Saúde,Medicamentos,Saúde da Família / Qualidade no Atendimento,Ampliação da adesão do programa Melhor em casa,Não,"Das 5000 prefeituras somente 700 aderiram ao programa que tem como objetivo aa deshospitalização.
pacientes com doenças crônicas ou terminais que em casa podem ser tratados sem ir para o hospital.
a experiência do melhor em casa no município de porto alegre é um ponto a ser divulgado. Conheça
http://lproweb.procempa.com.br/pmpa/prefpoa/sms/usu_doc/programa_melhor_em_casa.pdf","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1432"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1432</a></p>",23.05.2023 14:01:51,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1432,
1436,"Ciência, Tecnologia e Inovação",Integração e Desenvolvimento Regional,Telecomunicações,Ampliação de Equipamentos Públicos ,Inclusão Digital no Acre,Não,Universalizar o acesso à Internet em todas as escolas urbanas e rurais do Estado. Oferecer qualificação para professores e alunos para usar e criar recursos digitais. Oferecer qualificação para o mundo do trabalho no ciberespaço.,"<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1436"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1436</a></p>",23.05.2023 14:02:16,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1436,
1435,Meio Ambiente e Mudança do Clima,Desenvolvimento Agrário e Agricultura Familiar,Litoral e Hidrovias,Agricultura Familiar / Proteção do Patrimônio Ambiental,Criação de programas que remunere aos agricultores familiares ,Sim,"Criação de programas que remunere aos agricultores familiares que preservarem parte de suas propriedade além da área obrigatória, bem como aos mananciais de aguas como olho d'água, rios, nascentes, lagoas, córregos etc , criando o incentivo de reflorestamento de áreas degradadas bem como as áreas citadas acima, programa esse que engloba todo o país.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1435"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1435</a></p>",23.05.2023 14:03:12,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1435,
1433,Transportes,Integração e Desenvolvimento Regional,Ferrovias / Ampliação de Infraestrutura / Logística,Amazônia,Ferrovias na região norte para diminuir o desmatamento e o passivo ambiental,Não,"Sabemos que o alto percentual de desmatamento da Amazônia é ruim para o desenvolvimento da região. A construção de rodovias incentiva a instalação inicial de pequenos lotes que depois se transformam em grandes fazendas.
A construção de ferrovias evita essa situação. Trem sai do ponta A para o B, Não haverá paradas evitando loteamentos gerando desmatamentos.
Sugiro que seja construída uma ferrovia interligando o amazonas/Roraima e Guiana.
Assim estaríamos diminuindo o passivo ambiental da região.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1433"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1433</a></p>",23.05.2023 14:13:38,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1433,
1437,Cidades,Cidades,Urbanismo / Agro,Agricultura Familiar / Empreendedor Rural,Quintais agroecológicos ,Não,"Incentivo aos municipios para implantação dos quintais agroecológicos como medidas de enfrentamento aos terrenos abandonados com lixos e matagal, criadores de mosquitos. Além é claro dos benefícios do aumento de arvores nos perimetros urbanos.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1437"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1437</a></p>",23.05.2023 14:36:33,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1437,
1438,Educação,Legislativo,Ensino Fundamental e Médio,Educação Financeira / Lei de Diretrizes e Bases da Educação - LDB,Plano de Educação Financeira em Escolas Publicas.,Não,"Países com alta taxa de poupança tendem a ter menores taxas de juro real. 
Plano a ser seguido:
Inserir educação financeira como carga obrigatória no ensino médio e/ou fundamental;
Incentivar pessoas de baixa ou média renda a investir, mesmo que pouco;
Popularização e crescimento de empresas que buscam propagar educação financeira e conhecimentos sobre investimentos.

Logo, o número de endividados no país diminuiria e o número de poupadores cresceria, o que seria importantíssimo para a economia.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1438"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1438</a></p>",23.05.2023 14:50:25,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1438,
1439,Cidades,Cidades,Minha Casa Minha Vida  / Conselhos,Plano Diretor de Ordenamento Territorial - PDOT,MCMV FAIXA 1 - construtoras: Terrenos devem ter aprovação do conselho de habitação e/ou desenvolvimento urbano da cidade.,Não,"Incluir como exigência do Programa Minha Casa Minha Vida Faixa 1 - construtoras (FAR) que cada um dos terrenos só pode ser aceito no Programa após sua aprovação pelo conselho municipal de habitação e ou desenvolvimento urbano da cidade onde será localizado. 
A aprovação se refere a localização, inserção urbana, condições físicas e ambientais do terreno para garantir uma boa localização e implantação das moradias.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1439"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1439</a></p>",23.05.2023 14:54:41,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1439,
1440,Fazenda,Legislativo,Reforma Tributária,Impostos e Tributos Federais,Unificação De Impostos Federais,Não,"É preciso unificar os tributos sobre consumo, com a substituição de PIS/Cofins, IPI, ICMS, ISS e IOF por um único imposto do tipo IVA, de abrangência nacional. O novo imposto deve ter base ampla de incidência, tanto sobre bens como sobre serviços.
características do IBS seriam:
Incidência não-cumulativa;
Adoção do regime de crédito financeiro;
Desoneração completa das exportações e dos investimentos;
Devolução tempestiva de créditos acumulados,  no prazo máximo de 60 dias.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1440"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1440</a></p>",23.05.2023 15:14:32,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1440,
1441,,Direitos Humanos e Cidadania,Desabrigados,Empregabilidade / Renda Mínima,Trabalho e Renda para população em situação de Rua ,Sim,"Trabalho e Renda para população com vivência de Rua,  fazer uma cooperativa para nós que vivemos de Reciclagem.  E uma moradia digna pois estamos adoecendo nas ruas e não temos para onde irmos.
Atenciosamente:
Neurivania da silva","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!</p><p><br></p><p><br></p><p><br></p><p>Divulgue na sua rede:</p><p>Vote na minha proposta para melhorar o Brasil: https://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1441</p>",23.05.2023 15:28:39,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1441,
1442,,Previdência Social,Previdência Pública / Carreiras Policiais,Planos de Carreira ,Justiça para os Aposentados PMSP,Não,Fora os 14% cobrados dos Aposentados.,"<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1442"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1442</a></p>",23.05.2023 15:28:46,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1442,
1445,Turismo,Turismo,"Lazer, Cultura e Esporte",Educação Ambiental,Mapa Turístico Municipal,Não,Desenvolver um Mapa Turístico para cada município ou região turística com os principais atrativos turísticos e riquezas naturais e culturais municipais.,"<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1445"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1445</a></p>",23.05.2023 16:30:56,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1445,
1446,Turismo,Turismo,Turismo,"Lazer, Cultura e Esporte",Produção Associada ao Turismo,Não,"Promover a economia criativa e a produção associada ao turismo através de pequenos eventos locais, festivais municipais e intermunicipais de regiões turísticas em comum.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1446"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1446</a></p>",23.05.2023 16:44:10,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1446,
1447,Cultura,Cultura,"Lazer, Cultura e Esporte",Sugestão de Convênios Interfederativos,Cultura de continuidade e da memoria do circo brasileiro ,Não,"Criar através de parcerias entre o governo federal, estados, distrito federal e municípios escolas de circo, assim como a escola nacional para aperfeiçoamento do saber circense em suas particularidades em cada seguimento que compõe a arte circense Rua, Praças, Trupes e lonas.","<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1447"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1447</a></p>",23.05.2023 16:49:32,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1447,
1448,Turismo,Legislativo,Ensino Fundamental e Médio / Lei de Diretrizes e Bases da Educação - LDB,Educação Profissionalizante  / Currículo Escolar ,Empreendedorismo nas Escolas,Não,Incluir na grade curricular do ensino médio a disciplina de empreendedorismo com foco no turismo.,"<p><strong>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)&nbsp; para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.&nbsp; Assim a gente vai construir um país com a cara do nosso povo!</strong></p><p><strong><br><br>Divulgue na sua rede:</strong></p><p><strong><br>Vote na minha proposta para melhorar o Brasil:</strong></p><p><a href=""/processes/programas/f/2/proposals/1448"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1448</a></p>",23.05.2023 16:51:52,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1448,
